n,MotherID,FatherID,Zygosity
198350,52629,82448,NotTwin
198451,51397,81262,NotTwin
198653,56037,85858,MZ
198855,52826,82647,NotTwin
199251,51345,81210,NotMZ
199352,54648,84470,NotTwin
199453,52006,81870,NotTwin
199655,51755,81619,MZ
199958,52010,81874,NotTwin
200008,55686,85508,MZ
200109,52936,82758,MZ
200210,55819,85640,NotMZ
200311,51707,81571,MZ
200513,55989,85810,NotTwin
200614,51367,81232,MZ
200917,99998,99999,NotTwin
201111,51387,81252,NotTwin
201414,52849,82348,NotTwin
201515,55819,85640,NotMZ
201717,52383,82246,NotTwin
201818,51493,81357,NotTwin
202113,55754,85575,NotTwin
202719,56029,85850,MZ
202820,51323,81188,NotMZ
203418,52242,82105,NotMZ
203923,55703,85525,NotMZ
204016,52715,99977,NotTwin
204218,51888,81752,NotTwin
204319,53230,83052,NotTwin
204420,55787,85608,NotTwin
204521,52164,82027,MZ
204622,51106,80975,NotTwin
205119,51806,81670,MZ
205220,51426,81291,NotMZ
205725,51289,81155,NotTwin
205826,51820,81684,MZ
206222,55740,85561,NotTwin
206323,55718,85539,NotTwin
206525,53257,83079,NotTwin
206727,55997,85818,NotTwin
206828,55972,85793,NotTwin
206929,56127,85947,NotTwin
207123,55922,85742,NotTwin
207426,55769,85590,MZ
208024,52338,82201,NotTwin
208125,54624,84446,NotTwin
208226,51290,81156,NotTwin
208327,52875,82697,NotTwin
208630,51612,81476,NotTwin
209127,52269,82132,NotTwin
209228,55706,85528,MZ
209329,56102,85922,NotMZ
209531,52901,82723,NotTwin
209935,52496,82331,NotTwin
210011,52291,82154,NotTwin
210112,55926,85746,NotTwin
210415,51755,81619,NotTwin
210617,51347,81212,MZ
211114,52535,82366,NotTwin
211215,51890,81754,NotTwin
211316,51751,99985,NotTwin
211417,51494,81358,NotTwin
211619,53288,83110,NotTwin
211720,52010,81874,NotTwin
211821,52697,82516,NotTwin
211922,51673,81537,MZ
212015,53300,83122,NotTwin
212116,51916,81780,NotTwin
212217,52638,82457,NotTwin
212318,51310,81175,NotTwin
212419,52274,82137,MZ
212823,56032,85853,MZ
213017,50373,80312,NotTwin
213421,50532,80448,NotTwin
213522,53178,83000,NotTwin
214019,51377,81242,NotTwin
214221,51789,82529,NotTwin
214423,51436,81301,NotTwin
214524,55955,85775,MZ
214625,52901,82723,MZ
214726,52370,82233,NotTwin
217126,52273,82136,NotTwin
217429,51488,81352,NotTwin
219231,51852,81716,NotTwin
220721,52125,81989,NotTwin
221319,51538,81402,NotMZ
224022,52380,82243,NotTwin
227432,54646,84468,NotTwin
227533,51336,81201,NotTwin
228434,55892,85712,NotTwin
231928,52208,82071,MZ
233326,51698,81562,MZ
236130,55714,85535,NotTwin
237334,50532,80448,NotTwin
238033,52185,82048,NotTwin
239136,51399,81264,NotMZ
239944,52141,82005,NotTwin
245333,52379,82242,NotTwin
246133,51459,81324,MZ
248238,52144,82007,MZ
248339,55787,85608,NotMZ
249947,51348,81213,MZ
250932,51451,81316,NotTwin
251833,51755,81619,MZ
255639,51488,81352,MZ
255740,55740,85561,NotMZ
256540,51644,99994,NotTwin
